Calm1
Fa2h
Spcs2
Zfp598
Gm10800
Gm10717
Ppp1r11
Tom1
Rab5b
Cnot6
Pcbd2
Asb1
Mef2a
Rpl30-ps1
Rpl30
Gm10343
Gm7429
Rpl30-ps10
Rpl30-ps9
Setd3
Timm10
Sod1
Cdk8
Hist2h2be
Usp49
Sh3glb2
Gramd4
Calm2
Abce1
Mid1ip1
Slc25a22
Hsp90aa1
Eif3a
Cenpx
Sirt3
Ola1
Ptp4a2
Psmd9
Arpp21
Lgr6
Basp1
Zfp664
Gm28438
mt-Nd4
Sec14l1
Cfap299
Git2
Rpl9
Rpl9-ps7
Rpl9-ps6
Selenot
Gm7206
Gm9780
Rpl9-ps4
Plac9a
Stmn3
Dgat2
Tceal5
Plxna2
Dclk2
Atp2c1
Tapbp
Rhoc
Otub1
Cox6b1
Cfap77
Gm24407
Gm24265
Ptgds
Traf5
Akap7
Phb2
Mapt
Rpl23
Gm9794
Ppp5c
Rbsn
Ubb
Ptprn
Tspan9
Nrip3
Cbx4
Dscam
2610301B20Rik
Tspyl2
Pcp4l1
Mtcl1
Selenom
Shprh
Mir670hg
Emsy
Gm30667
Cox7a2l
Snap91
Dpysl5
Cpe
Aebp2
Atp5j2
Dnm1
Mrpl41
Pip5k1a
Scn1b
Rpp25l
mt-Tq
Psen2
Fam241b
Atrx
Lrrc8d
Ptn
Elp4
Akap11
Dad1
Apod
Chst11
Ndrg4
Gtf2i
Usmg5
Gm14539
Gm42372
Specc1
Tshz1
Hbb-bs
Dynlrb1
Tmem119
Pnmal2
Rps16
Fam163b
Syngr1
Park7
Atp5h
Bclaf1
Uqcrq
Tubgcp6
St3gal4
Trabd2b
Zfr
Gps2
Agbl4
Zim3
Tmx1
Akap8
Ubald1
Ywhaq
Csrnp3
Rps28
Senp7
Abcc5
Syn1
Fasn
Esco1
Magee1
Mag
Commd3
Rasgrf1
Orai3
Dynll2
Snw1
Lztfl1
Brms1l
Pkm
Rpl34-ps2
Rpl34
Gm10154
Gm2178
Gm14586
Kctd12
Rpsa
Rpsa-ps10
Prdx5
Smarcc2
Scd2
Smyd2
Rnf20
Mlf2
Ube2e2
Mbtd1
mt-Co3
Grik5
Dpp10
Slc27a1
Pold2
Tbpl1
Camsap1
Polr2j
Pcca
F630206G17Rik
Fam98b
Tmx4
Gabbr1
Ptbp3
Pfdn5
Psap
Lpcat4
Rpl31
Lamp2
Hint1
Washc2
Rit1
Foxo3
Tomm40
Nqo1
Uaca
Sptan1
Purb
Slc20a1
Psmb2
Plcb4
Fkbp2
Atox1
Atp5mpl
Bri3
Gm13392
Ndufa4
Upf1
Podxl2
mt-Nd2
Itm2b
Nrxn2
Erc2
Atp6ap1l
Gm12693
Gm27239
Id3
Parp1
Rpl13-ps6
Gm12918
Stxbp1
Tmem256
Sgcd
Ccdc30
Mfsd10
Pih1d1
Zbtb8os
Akain1
Pea15a
Slc8a3
Tom1l2
Exoc5
Slc25a4
mt-Tm
Arl8a
Ggnbp2
Kcnq2
Nav3
Stard10
Tmem229a
Ppp4r2
Zdhhc8
Usp25
Mrpl21
Mfn2
Mrpl11
Atp6v1b2
Ophn1
Gm44763
Nxf1
Cdc37
mt-Nd5
Zfp668
Rfng
Gria3
Rab14
Chmp4b
Tyr
Ywhah
Tmem151a
Abr
Madd
Hnrnpab
Kat14
Rnf220
Hpca
Ptpdc1
Rpl32
Gnaq
Cmtm7
Wdr6
Dctn2
Malsu1
Rerg
Mt3
Dennd2a
Ankrd6
Atf4
Tmem181b-ps
Tmem2
Itgav
Msi2
Vmp1
Psmd2
Mapre3
Rap1gap2
Dync1i1
Rtn2
Colec12
S100b
Ldhb
Cers2
Mapre1
Rgs17
Ift46
Lsm12
Slc25a46
Dpm2
Atcay
Mapk10
Supt5
Mgea5
H2-D1
Rps15
Mdh2
Cdip1
Ptprs
Ppp2ca
Ap2m1
Clcn2
Rptor
Clta
Fam98c
Tet3
Mbd5
Rasl11b
Lrrc8b
Gm26551
Tmem176a
Srsf3
Rpl35a
Gm14279
Rpl35a-ps5
Sept11
Gm4631
Gm14387
Zbtb24
Farp1
Gm43909
Hpcal4
Ap3s2
Tbrg1
Sf3b2
Dnpep
Ndufb3
Tppp
Gsk3b
Atp5b
Agap2
Cnbp
Golt1b
Tubb2a
Tomm7
Bola2
Rpsa-ps12
Gm9083
Rbp1
Mief1
Mrps21
Ywhaz
Atic
Notch2
Sept4
Fyn
Klhl22
Csnk2a1
Penk
Btbd9
Mir124a-1hg
Rpl14
Hexb
Tprgl
mt-Te
Aco2
Raet1e
9430015G10Rik
Rbm39
Ccdc88a
Atp1a1
Egr1
Rpl3-ps1
Crtc1
Cluap1
Ppm1e
Mrpl23-ps1
Tjp1
Wars
Bgn
Uhmk1
Sri
Ahcyl2
Fau
Gm9843
Tpst1
Gabra2
Acot2
Dner
Smpd1
Capn2
9930104L06Rik
Pbx1
Hnrnph1
Gm26745
Myo9a
Cck
Dbi
Csmd1
Pak1
Gm13339
Fnbp4
Dgkz
Myo3a
Rasgef1a
Igf2
Anks1b
Rbm44
Sec61g
Gm16412
Gm10177
Uqcr11
Zfp319
Il6st
Epb41l1
Rtel1
Slc4a10
Gm13340
Mapk1ip1
Srpk2
C230057M02Rik
Stk32c
Fhl1
Sec62
Wdr54
Kcna4
Lix1
Nptx2
Ncdn
Gm24695
Gm15655
Eif3h
Amigo2
Atp1b3
Vcpip1
Tecpr1
Prkar1a
Ndn
Rpl36al
Phgdh
Ap2a1
Nek1
Reln
Ccdc71
Slc22a8
Rack1
Cmpk2
Enah
Chka
Angel2
Ppp1r9a
Camk2n1
Vcp
Abcb7
Uba1
Chgb
Pak6
Mdh1
St3gal5
Elp6
Gm28661
Manbal
Paf1
Tagln3
Smarcd3
Spats2
Chst2
Hlcs
Usp22
Actg1
Runx1t1
Hpgds
Acsl3
Syt11
Kcnb2
Timm13
Pacsin1
Rab5c
Ercc6l2
Ntm
Slc16a2
Prdm16
Mtfr1l
Gls
Zc3h7b
Fndc5
Slc25a5
Rps27a
Dapk1
Lypd6b
Hp1bp3
Mrpl48
Zrsr2
Spty2d1
Gm8430
Uqcrh
B230322F03Rik
Mindy2
Pbx3
Scamp3
Fis1
Phip
Fbxo33
Rnf38
Swi5
Atp5e
Foxc1
Hba-a2
Rab10os
Higd2a
Sbk2
Atxn1
Eno1b
2010110G14Rik
Tmem167
Cyb5r4
Dlgap1
Ncor2
Hist1h1c
Numb
Celf3
Pitpnb
Cacnb3
Gprc5b
Calm3
Icam5
Scrt1
Pgk1-rs7
Ube2v1
Ncl
Polr1d
Ndufb4
Bin1
Agbl5
Gnaz
Cep95
Psma1
Tma7
Th
Thoc3
Ccdc39
Ran
C2cd2l
Faap20
Gm43731
Gm38343
Rtn4
Dnajc5
Smarcb1
Slc6a11
Mras
Cpt1c
Acot7
Furin
Ryr1
Copb2
Cib2
Rnf145
Mapk9
Parvb
Naa50
Grin1
Rps4x
mt-Atp6
Rps4x-ps
Tef
Ndufaf7
Tmed10
Mcub
Zfp385a
Serpini1
Tmsb10
Gm13588
Gm9844
Hdgfl2
Zfp287
BC017158
Mtfp1
Cxcl14
Mrpl4
Nsg2
Snx32
Camk2b
Med25
Acin1
Mrps26
Igdcc4
Erbb4
Cope
Ttc3
Rpl23a
Hapln2
Tfrc
Mpc2
Syt13
Ino80b
Retreg2
Zcchc14
Ybx1
Gadl1
Hdac5
Pigt
Rtn1
Prrc2a
Rcan2
Dnajc27
Fgf14
Ttc19
Aig1
Tmed7
Zfand4
Nat8l
Fut8
Rps25
Tnip1
Tomm22
Kifap3
Aldoa
Cplx1
Tada1
Cdk5rap2
Trappc1
Lmtk3
Chrna10
Gm6788
Srp68
Tspan3
Gm7808
Cd81
Hdac1
Gm10093
Rtraf
Trappc11
Mapk8ip3
Olfm1
Ndfip2
Cd99l2
Sez6l2
Fbxo8
Zfp706
Atxn7l3b
Sez6
Acat1
Grina
Ccdc50
Polg
Trim46
Arxes2
Bcl11b
Zhx2
Hnrnpul2
Nrxn1
Arx
Qk
Sf3b6
Atg4b
Cox8a
Zfp692
Wapl
Pcp4
Tomm70a
Adgrb1
Rtf1
Rbm5
Qars
Gabrb3
Lrrn3
Jmjd1c
Lsm6
Romo1
Ly6c1
Rab3b
Chst1
Nlrc4
Hectd4
Elob
Luzp2
4933421O10Rik
Sirt2
Tspan7
Mkln1
Tmem50a
Amy1
Car4
Dtx3
Ndufa10
Man1a2
Fth1
Ppp3ca
Lrp1b
Cops7a
mt-Nd1
Stac2
Slc17a7
Pls3
Bmp1
Ttc14
Atp1a3
Dmac2
Brpf3
Rps29
Gm14303
Morc4
Noa1
Spag1
Ddx24
Ypel3
2700038G22Rik
Serinc1
Mctp1
Dlx5
Igsf3
Arl3
Eef2
Luc7l3
Fbxo22
Frmpd4
Svil
Prkcz
Col16a1
Gnai3
Gatad2b
Gm15710
Aprt
Nckap1
Epb41l4b
Prkca
Sin3b
Zc2hc1a
Tmtc4
Mbd2
Meis1
Pip5k1b
Got1
Cyhr1
Necap2
Inppl1
Pcsk1n
Tecr
Adam11
Aplp1
Mro
Actb
Tlr3
Whrn
Robo2
Tonsl
Uchl1
Map9
Ndufa5
Dlx2
Anp32a
Ddc
Cacna2d1
Gsta4
Il10ra
Dcaf15
Sdha
Fmo1
Nlgn2
Rsrp1
Sypl
Dlg4
Pyroxd2
Arnt2
Adgrl3
Il1rapl1
Gm20463
Gm26870
Syt16
Sdcbp
Ube3a
Sparc
Car7
Hspa14
Myl9
Hnrnpa2b1
Cby1
Sparcl1
Tceal3
Akap17b
Slc25a17
Gpatch8
Exoc4
Ywhae
Eif4g2
Doc2g
Bcar3
Dock3
Sox5
Kcnj3
Yjefn3
Mark2
Jakmip3
Nol11
Serpine2
Psmb3
Hspa9
Rassf2
Susd4
Cnot4
Sept8
App
Pja2
Kcnd2
Ltbp1
Gpm6b
Rfx1
Map1b
Fgfr1op
Poldip2
Desi2
Nme7
Rps20
Hdac7
Dock9
Meis2
Zfand6
Atp6v0b
Zfp101
Mpv17
Eef1e1
Psmd3
Sptbn1
Nab2
Gad2
Gm21811
Arrb1
Nktr
Mcmbp
Gtf2h4
Dmwd
Fam110b
Fam49b
Slc13a4
Rbm3
Sf3b3
Snhg14
Nebl
Rc3h2
Snrnp40
Pkn1
Pdhx
Cct4
Srcin1
Ddx19a
Galnt7
Gm32647
Brat1
Myo7a
Eif1
Rplp2
Wdr89
Ddx3x
Prkar1b
Tardbp
Zmynd12
Zkscan3
9930021J03Rik
Ktn1
Cx3cr1
Hace1
Gm8186
Enkd1
Cox6c
Commd4
Slc25a23
Chd3
Atp6v1d
Glul
Dmxl2
Srp54c
Shisa8
Mzt1
Vdac3
Cand1
Herc1
Epop
Set
Ptbp1
Atp9b
Sntg1
Calr
Tfam
Rtl8b
Rtl8a
Ergic2
Cacna1d
Atp6ap2
Ppp1r8
mt-Tv
Etf1
Ube2e1
Shank1
Rsg1
Polr3b
Sst
Ppp1r1a
Ube4b
Camta2
Ywhag
Cfl1
Rps27a-ps2
Eif1ax
Gm9354
Tcf4
Gm8129
Rpl38-ps1
Stk25
Ddx17
Trp53inp2
Mlc1
Nrxn3
Gla
Ndufs6
D10Jhu81e
Dock8
Sympk
Serp1
Calb2
Tpt1
Tpt1-ps3
Hsdl1
Sgce
Maz
Gpm6a
Lats1
Prmt1
Vmn2r59
Scg3
Gpr162
Ghitm
Psmb7
Olig1
Zfp512
Usf3
Pa2g4
Gm1673
Slitrk1
Chd5
Ddx46
Ap3s1
Rasgrp1
Capzb
Ctdsp2
Ptms
Bsg
Mif
Kif5b
Wwc1
Sod2
Actr8
Mmd2
Hapln1
Rbfox2
Rimbp2
Snx27
Sptb
Pygo1
Gm15619
Klf7
Ppm1b
Sumo3
Pum2
Arc
Wdr26
Elfn1
Itm2c
Rufy3
Slc7a6
Syp
Lgr4
Tomm6
Hdac11
Sv2a
Rps3
Atp11b
Zswim8
Larp4b
Hspa8
Pomt1
Gm26694
Uqcrb
Slc22a4
Hba-a1
Tmem14c
Csnk1d
Blvrb
Gm6204
Mocs3
Ppp2r1a
Vamp2
Rtn3
Macf1
Ndufc1
Tbcb
Rundc1
Kcmf1
Gm15396
Cry2
Zfp954
Ccser1
Lrfn1
Sik1
Strap
Arl6ip4
Cox5b
Ipcef1
Puf60
Emc10
Zc3h14
Adcy5
Pfn2
Psph
Usp2
Acly
Fxr2
Smn1
Fam120a
Cmtm6
Fam171b
Plekhm1
Gm11410
Qpct
Ppp2r2d
Ric3
Nudcd1
Pik3ca
Osbpl6
Sec11c
Usp32
Bri3bp
Elk4
Deaf1
Pik3r1
Smpd2
Thumpd1
Gpr3
Tchh
Gm13456
Traf2
Pex19
Rfk
Dlgap4
Cav2
Prdx3
Atp6v1e1
Tspan33
Krt10
Gabrg2
Echs1
Ranbp17
A230004M16Rik
Usp7
Cisd2
Adamts3
Magi1
Jun
Cyb561
Gm12739
Gm8292
Matk
Rpl27
Ankrd12
Gnas
Nfia
Gm26384
Xpo7
Prelid3a
Dclk1
Etl4
mt-Tp
Pcbp3
Nos1ap
Rpp38
Acox1
Arhgdig
Gm10169
Natd1
Nptxr
Mtch1
Gps1
Gm10240
Rpl21-ps4
Gm13641
Gm6919
Papd5
Zfp931
Srpx
Caskin2
Kat6a
2410006H16Rik
Cab39
Cadps
Cend1
Ehd1
Svip
Cct7
Camk2d
Gabarapl1
Mthfr
Ccnl2
Pkd1
Rpl19-ps1
Zfp827
Rpl19-ps11
Rpl19-ps9
H3f3b
Actn1
Arhgap31
Smad2
Zcchc18
Hnrnpa0
B4galt6
Ndufb2
Hsp90ab1
Adgrl1
Mrps18c
Fbxl5
Cox6a1
Ythdf1
Psmb6
Rgs5
Plp1
R3hdm4
Plppr2
Arf3
Limk2
Rpl10a
Zfand5
Asph
Rps26
BC004004
Fam57b
Lrrc4c
Golga7
Ptpn11
Eral1
Edn3
Bcat1
Fstl5
Il1rapl2
Grcc10
Atpif1
Ndrg1
Fam219a
Ypel2
Chchd10
Phyhipl
Bahcc1
Rpl13a
Inpp5j
Epha5
Katnal1
Slc38a9
Gm3952
Grk6
Ambn
Scn1a
Gm7706
Mtpn
Micu1
Ptprj
Gm13768
Tubgcp2
Kdm4c
Ilf3
Srrm2
Eif4h
Map7d1
Ndufs3
Rbfox1
Hap1
Dmtn
Slc15a2
Fos
Pex16
Khdrbs1
Krtcap2
Gm9703
Adam10
Btbd2
Esr1
Ankra2
Camk4
Stam
Nucks1
Nek6
Rxrb
Sox12
Pld3
Gdi1
Rrm2b
Slc26a6
Ndufa3
Slc22a23
Sertm1
Gm10335
Gm20900
Hlf
Elovl5
Gmfg
Slc7a11
Atrnl1
Dcx
Slc6a17
Ntrk2
Rab37
Pkia
Vps36
Mrpl45
Musk
Atp6v0d1
Zfyve9
Gm17669
Gm5561
Pgls
Papd4
Rps10-ps1
Rps10-ps2
Ptk2
Ybx3
Hnrnpk
0610012G03Rik
Znhit3
Hid1
Slc1a3
Fam3c
Cep120
Mt2
Rhbdd2
Lsm14a
Nuf2
Rpl15
Dnajc18
Nrsn2
Rpl15-ps3
Gm4294
Slc25a53
Tubb4a
2610005L07Rik
Ckb
Ubr7
Rpl4
Eri3
Mnd1
Ppp1cc
Ppp1ccb
Mtss1l
Zfp385c
Snf8
Phlda1
Dnaja2
Hmg20a
Cdo1
Zcchc7
Pcif1
Ap2a2
Atg4d
Wsb2
Dido1
Cmtm5
Tubgcp3
Hmgcl
Spock2
Rsf1
Ufc1
Ngef
Ociad1
Rab6b
Rcbtb2
Gdap2
Bcas2
Atp1a2
Myocd
Hsd17b12
Wscd2
Rps24
Rps24-ps3
Atp6v0a2
Lactb2
Plekhb2
Cmtm4
Mbd6
Xpr1
Akr1a1
Chchd6
Vsnl1
Ssr1
Grm5
Usp50
Ndrg2
Neurl1a
Mff
Map6
Rps3a2
Gm5586
Sh3bp5l
Sfr1
Get4
Zswim5
Pla2g7
Tmcc3
Grik3
Scg5
Eml2
Spock1
Zfp763
Gm37240
Tldc1
Ube3b
Ift27
Esrra
Tada2a
Pik3ip1
Mvb12b
Eif3j2
Myt1
Ttyh3
Foxn2
Rasl10a
Jpt1
Arhgef9
Ncor1
Ndufc2
Plcg1
Actr3
Fhit
Dcun1d1
Serbp1
Msl2
Nup133
Rasal2
Hagh
Nsmce2
Dynlt3
Slc25a37
Ndufa7
Ap4s1
Rundc3a
Slc2a3
Ogfrl1
Ptpn5
Tlr12
Prpf3
Elmo1
Immt
Ptcd3
Scp2-ps2
Ndufb6
Desi1
St8sia6
Eef1a2
Exd2
Gnpda1
Ccdc43
Rngtt
Clvs1
Mrpl49
Sh3gl2
Fam53c
Gm47283
Ip6k1
Macrod2
Nptn
Pwwp2a
Rps9
Bcl2l1
Rbfox3
Wdr19
Reep2
Dpp9
Bace1
Fkbp1a
Specc1l
Socs7
Cacna1h
Fam213a
Fbxw7
Polr2m
Slc32a1
Top3b
Mobp
Mok
Porcn
Scap
Rnf26
Gm9008
Neil1
Trim35
Gabarapl2
Egr2
Eef1d
Ebna1bp2
Rabac1
Pafah1b1
Dirc2
Camkk2
Smim19
Arhgef5
Pnmal1
Ndor1
Dr1
Nedd4
Kif21b
Hmgcr
Adhfe1
Mecp2
Atp1b2
Tmbim6
Tent5a
Ogfod1
March8
Pde4b
Trp53bp2
Carhsp1
Smc6
Twf1
Fbxo28
Polr2g
C130073E24Rik
Cyc1
Tmem8b
Gtdc1
Otud5
Hscb
Ank2
Nsg1
Rhog
Rpl10a-ps1
Npy
Tmem47
Hk1
Cltc
2510009E07Rik
Lims1
Tkt
Cltb
Wipf2
Isg15
Snn
Prex1
Cadm2
Gm3272
Gm3839
Zmat2
Vps37d
Tmbim4
Tmem132b
Rpl10
Rpl10-ps3
Trim33
Zfp148
Pold4
H3f3a
Camk2g
Atp5k
Mllt6
Imp4
Gm12472
Gria4
Sem1
Ago3
Syt1
Cdc5l
Sos1
Clasp2
Bex1
Arhgef4
Rnf208
Ftsj1
Gm29473
Syce2
Myo1c
Atp6ap1
Habp4
Stx1b
Pp2d1
Dlg2
Slc8a1
Rps18-ps3
Crim1
Cerk
Phf20
Katnb1
Gpr37l1
Arpc1b
Ctla4
Rpl18a
March2
Syt5
Sgk1
Mta1
Abca2
Mkrn1
Otud7a
Ina
Rpl11
Myof
Wbp2
Tnfrsf21
Boc
Ctsb
Urm1
Mcidas
Fam168b
Csnk1a1
Malat1
Thy1
Mbp
Gm11956
Hrh1
Tmem126b
Ebp
Atp5a1
Nr1d1
Hnrnpu
Rasd2
Sumo1
Nfu1
Ahsa1
Tenm4
Chtop
Hepacam
Pdcl3
Gm12688
1700088E04Rik
Map4
Fgf1
Arl6ip6
Ctnnbl1
Rpl39-ps
Rpl39
Cep112
Rpl27a
Arhgef12
Gm5453
Gm8451
Mrps12
Mycbp2
Vps26a
Rasa1
Copz1
Edf1
Mink1
Jarid2
Coro1c
Eif5a
Ranbp1
Ap1s1
Gfpt2
Ncoa1
Grin2c
Rcbtb1
Scaf1
Gm4204
Ftx
Tmem181a
Gm10123
Hnrnpa3
Thumpd2
Rpl31-ps8
Gm5963
Rasl10b
Slc1a2
Hnrnph3
Ubxn8
Xpot
Lmo2
Relt
Uqcrfs1
Gm10419
Mapk8ip2
Trpm7
Pmm1
Asrgl1
Ahcyl1
Atp2a2
Pianp
B3galt2
Rpl22l1
Tmem186
Ncs1
Nr2f1
Nelfcd
Zbtb4
Crip3
Nnat
Mb21d2
Kif1c
Ppp3cb
Dlc1
Cacna1e
Letmd1
Ndufb10
Rcl1
Atp5f1
Gm1976
Snhg8
Cdk9
Kctd8
Fabp7
Rint1
Gm7336
Praf2
Parva
Ocln
Zscan26
Aip
Prpf4b
Gabrg1
Fads1
Ints6
Myo16
Gm14326
Farsa
Dpy19l3
Glrx2
Lmo4
Shisa6
Rpl22
Smarce1
Prpf40a
Oxa1l
Ppfia4
Rita1
Pip5k1c
Dda1
Etnk1
Me3
Mlip
Zfand1
Atp6v1a
Arpc5l
Fbxl19
Nudt13
Rabggtb
Rprml
Ckap4
Grb2
Rpl7a-ps12
Fam207a
Cdh10
Ppargc1a
Ptpro
Psd
Ptprt
Tbc1d1
Pdap1
Asah1
Gm10076
Gapdh
Platr21
Stub1
Alg2
Prpf40b
Mal
Cldn11
Nap1l5
Rpl7
Rpl7-ps7
Kpna1
Prkg1
Snx12
Plxdc2
Vat1
Pcbp2
Psmd4
Caly
Sh3bgrl
Taf8
Rnf11
Plekhb1
Catsper2
Gm10250
Stim1
Plppr5
Rnf5
Map7
Hsp90b1
Bfar
Cers5
Usp30
Idh3a
Tpm1
Selenow
Rpl13-ps3
Gm7266
Gm6520
Scg2
Ubc
Fibp
Ptpn13
Dgkd
Syndig1l
Iqub
Igf2bp1
Ksr1
Ndufv3
Pcgf5
Ypel4
Cpsf7
Sp9
Ptprz1
Rai1
Rpl3-ps2
Gramd1a
Fhl2
Eif1b
Drosha
Mboat7
Apex1
Ppp1r9b
Zfp362
Oaz1
Nprl2
Tm2d2
Rpl41
Cx3cl1
Reep5
Kitl
Man1a
Rph3a
Rxfp1
Tpbgl
Csrp1
Tmem165
Zfp513
Tuba4a
Cntn2
Hnrnpl
Tap2
Rap1gds1
Ptp4a3
Pink1
Ubn2
Scamp5
Trim62
Sf1
Cox7c
Tmbim1
Csf2rb
Grem1
Atg2b
Arhgap22
Pcf11
Ccdc174
Rpl7l1
Ncaph2
Ric8a
Anks3
Bpgm
Clu
Vdac2
Serpina3n
Dync1li2
Vta1
Cyb561d1
Dcun1d2
Trnp1
Matr3
Nat1
Sharpin
Adgrb3
Btrc
Gspt1
Rab12
Thap3
Rnf227
Hist3h2ba
Tsc2
Gm14661
Apold1
Nmnat2
Ep400
Ppp2r5d
Rpl37
Glis3
Rpl37rt
Mir703
Xpo1
Ank3
Cct6a
Hs1bp3
Lars2
Csdc2
Kcnf1
Camk1d
Dlat
Mrps24
Ablim1
Mylk
Camk2a
Wdfy3
Cd34
Lrfn3
Aifm3
Zc3hav1
Slc25a39
Copa
Tmsb4x
Rpl5
Gm15500
Baiap2
Gsn
Lrrtm2
Gm10801
Gm21738
Ppt1
Cdkal1
Srsf6
Vps35
Cnep1r1
Gm15148
Nudt4
Impa1
Casp2
Capns1
Ubxn11
Zxdc
Ddx51
Tax1bp1
Chmp2b
Galnt1
Rnf167
Asic2
Agap1
Gm5905
Ppp2r5b
Ccdc114
Atp5c1
Ccdc32
Timp2
Zmynd11
Ephb1
Akt3
Zeb1
Brd2
Mgat5
Atp6v1g1
Pla2g16
Car15
Stoml2
Celf4
Ppia
Enho
Etfrf1
Paxx
Opa3
Bckdha
Vstm2b
Sdc3
Gm15345
Fmc1
Ptges3
Gpd1
Gm5559
Prdx6
Yy1
Srpr
Zzef1
Pan2
Gng4
Mepce
Syn3
Kif1b
Fen1
Tspyl4
Exoc6
Frmd4a
Cdyl2
Rnf150
Gm11548
Vcpkmt
Rnf126
Sipa1l1
Clip2
Dolk
Kif11
Rbm12b2
Stau2
Ppp2r2a
Ttyh1
Zpr1
Gatad2a
Tm9sf3
Zranb2
Sall1
Srprb
Mrfap1
Pold3
Paip1
Tmed4
Sgta
Ttpal
Arl14ep
Mindy3
Ubr3
Hist1h2bc
Sdcbp2
Prpf6
Osbpl1a
Gria1
Megf10
Bahd1
Lrrc7
Eml5
Slc25a27
Ogt
Flt1
Surf1
Nbea
Smdt1
Ccdc34
Hacd3
Rims2
Phf12
Nbdy
Mrps6
Mfsd11
Rps10
Jup
Snx19
Csde1
Zc3h11a
Snrpb
Syt6
Ndst2
Mkl1
Alkbh7
Map3k1
4833439L19Rik
Slc25a3
Elmo2
Bola3
A330048O09Rik
Hprt
Uxs1
Prmt2
Dusp10
Cdh18
Slc38a3
Mfn1
L3hypdh
Rogdi
Nop56
Jund
Mir9-3hg
Sfxn5
Aamp
Rpl31-ps1
Rbm25
Dbn1
Zfp180
Cluh
Chmp7
Dmd
Enpp5
Mpp2
Glrx5
Gm17511
Sav1
Ide
Htra1
Nsf
Psmd13
Dnaja1
S100a1
Qrsl1
Anxa5
Sugp1
Cpne9
Ccnt2
Strn3
Scn3a
Tagln
Dtnbp1
Mir124-2hg
Ankrd33b
Fam69b
Zfand3
Cd3eap
Tulp3
Fgfr2
Rfwd3
Trappc6b
Vdac1
St13
Igsf21
Adcy8
Mapk6
Hbp1
Synpr
Xkr4
Rhobtb3
Coq2
Rcc2
Ddb1
2610037D02Rik
Fryl
Mgst3
Rabggta
Hmgn1
Dzip1
Tubb2b
Mrpl30
Kcnc1
Gja1
Zkscan1
Kcnn2
Araf
Dxo
Glt1d1
Msra
Bop1
Tram1l1
AI854703
Ubtf
Myef2
Abcf1
Srsf11
Ubl5
0610009L18Rik
Kirrel3
Epm2aip1
